Open,High,Low,Close,Volume,Date
69.549,69.7435,69.0433,69.2378,4862200,1998-05-21
69.7629,69.7629,67.9542,68.1292,6899300,1998-05-25
67.5457,68.4015,66.9525,68.2265,10202600,1998-05-26
68.382,68.6932,67.8764,68.5376,4907600,1998-05-27
68.8488,68.9655,67.8569,67.8569,4772600,1998-05-28
67.818,68.5959,67.5652,68.1681,6092200,1998-05-31
68.4598,68.6737,67.9347,68.2265,6701100,1998-06-01
68.382,68.5765,67.1373,67.1373,6445100,1998-06-02
67.3707,68.4987,67.254,68.382,6566300,1998-06-03
68.6932,69.7046,68.382,69.7046,8463200,1998-06-04
69.6657,69.64625,69.64625,69.6268,4159900,1998-06-07
69.5295,69.9671,69.335,69.8407,2725300,1998-06-08
69.4712,69.4323,69.4323,69.3934,6186900,1998-06-09
69.3545,69.6268,68.0709,68.0903,8056600,1998-06-10
68.382,68.7321,67.3707,68.7321,9779000,1998-06-11
67.7208,68.4015,66.9039,66.9234,10234200,1998-06-14
67.4679,67.9736,67.0595,67.9542,7471500,1998-06-15
68.5571,69.5684,68.4209,69.3739,12057700,1998-06-16
69.1989,69.3545,68.9266,69.0627,3844600,1998-06-17
69.3422,69.4494,68.4447,68.7178,3549100,1998-06-18
68.8349,69.3422,68.7178,69.0495,5438300,1998-06-21
69.3616,69.9665,69.3031,69.8689,5004600,1998-06-22
70.025,70.9811,69.6836,70.8055,8291900,1998-06-23
71.1176,71.4494,70.4348,70.6884,5854800,1998-06-24
70.747,71.0786,70.6299,70.9811,4833100,1998-06-25
71.3323,71.6054,71.0493,71.2347,5953400,1998-06-28
71.1176,71.2933,70.5909,70.747,4284800,1998-06-29
71.2152,71.7615,70.9421,71.5664,3489500,1998-06-30
71.6249,71.7225,71.3323,71.703,3503900,1998-07-01
71.6639,72.4249,71.5274,72.4249,3144400,1998-07-05
72.4151,72.5029,71.9761,72.2883,4920700,1998-07-06
72.3469,73.0102,72.2688,72.8151,6875000,1998-07-07
72.6005,72.8736,72.1908,72.3273,6942500,1998-07-08
72.4444,73.0102,71.8396,72.7175,7849700,1998-07-09
72.7761,72.7566,72.7566,72.7371,6555100,1998-07-12
73.0102,73.7711,73.0102,73.5565,6983600,1998-07-13
73.7126,73.8492,73.3809,73.4199,4977500,1998-07-14
73.4785,74.0443,73.0883,73.9272,6315600,1998-07-15
74.0638,74.0443,74.0443,74.0248,3539500,1998-07-16
74.1419,74.4442,73.6346,74.0248,2338400,1998-07-19
74.298,74.298,72.6005,72.7371,5518600,1998-07-20
72.6395,73.0395,72.1322,72.7371,10417300,1998-07-21
72.62,72.7956,71.1176,71.2933,15110900,1998-07-22
71.781,71.8591,70.4738,71.2347,11540500,1998-07-23
70.9421,71.8006,70.4543,71.742,9600000,1998-07-26
71.4494,71.5859,69.8494,70.5323,13693000,1998-07-27
71.0006,71.2542,70.0836,70.2591,7462400,1998-07-28
70.9421,71.5469,70.8055,71.3127,6821600,1998-07-29
71.3908,71.4884,69.4983,69.7909,7680500,1998-07-30
69.7909,70.1908,69.3226,69.4983,10486500,1998-08-02
70.064,70.064,66.8057,66.8057,15091600,1998-08-03
67.3911,67.9764,65.9277,67.7227,21718400,1998-08-04
67.5081,68.3666,67.1569,68.0154,13084400,1998-08-05
68.4837,69.0495,67.7227,68.1325,12083800,1998-08-06
67.8983,68.4641,67.5471,67.7423,6273000,1998-08-09
66.6684,66.6996,66.6996,66.7308,14287100,1998-08-10
67.274,67.9764,67.1179,67.8593,11158400,1998-08-11
67.9374,68.4641,67.0399,67.0399,9073900,1998-08-12
67.6447,67.8788,66.0448,66.2594,8628500,1998-08-13
66.1814,68.0154,65.8692,67.6642,11290000,1998-08-16
68.0544,69.0495,67.9178,68.9129,7603900,1998-08-17
69.3616,69.3616,68.4447,68.7373,6258600,1998-08-18
68.4837,68.9324,68.152,68.3276,7402800,1998-08-19
67.5471,67.8788,65.8692,67.7813,16685400,1998-08-20
68.2105,68.2105,68.2105,68.2105,7201700,1998-08-23
68.9129,69.4592,67.83,68.3666,9688300,1998-08-24
67.6056,68.4447,67.274,67.9764,9339700,1998-08-25
66.8057,67.1569,64.601,64.7766,24887800,1998-08-26
65.5375,66.0057,63.7815,64.5425,23735900,1998-08-27
64.7766,64.9424,59.3135,59.9379,22563100,1998-08-30
59.9769,62.7865,58.455,62.4743,24748500,1998-08-31
62.3182,63.5279,61.6743,62.0255,13843200,1998-09-01
60.9524,62.045,60.4061,61.5378,17311300,1998-09-02
62.0841,62.3182,59.7818,61.0305,17783800,1998-09-03
62.9816,64.3083,62.3182,64.3083,14746500,1998-09-07
64.1522,64.3864,62.7084,62.7474,12109700,1998-09-08
61.4597,61.4792,61.4792,61.4987,19889300,1998-09-09
61.3036,63.4889,60.5622,63.4889,20379800,1998-09-10
64.2303,65.2156,63.7425,64.5815,10686800,1998-09-13
64.2303,65.1278,63.8595,64.9717,8337900,1998-09-14
65.4009,65.7131,64.4058,65.557,11024900,1998-09-15
63.8401,64.3278,63.5474,63.684,12945200,1998-09-16
64.1429,64.1624,63.3401,63.9666,7019200,1998-09-17
62.4199,64.789,61.9891,63.9275,8834600,1998-09-20
64.8477,64.9456,64.0058,64.4561,7270100,1998-09-21
65.0827,67.0406,65.0239,67.0406,13688500,1998-09-22
66.6099,66.9232,64.6911,65.396,11129500,1998-09-23
64.6128,66.0518,64.2995,65.3176,10247400,1998-09-24
65.9833,65.94415,65.94415,65.905,8847800,1998-09-27
66.0225,66.3749,64.7694,65.7484,10618100,1998-09-28
64.8477,65.3568,63.5163,63.7513,7908400,1998-09-29
62.6744,63.624,61.4604,61.9108,13335600,1998-09-30
61.9499,63.203,60.9122,63.1051,14351800,1998-10-01
62.4002,62.6352,60.364,61.8325,12807200,1998-10-04
63.1247,63.4575,61.108,61.7737,12621000,1998-10-05
61.7933,62.6744,59.992,60.8535,14348500,1998-10-06
59.248,60.6185,57.7794,60.5206,20625000,1998-10-07
60.7752,61.8912,58.9347,61.7345,12708500,1998-10-08
63.0464,63.5555,62.459,62.6352,9508500,1998-10-11
62.3807,62.4003,62.4003,62.4199,6256800,1998-10-12
61.9891,63.7904,61.9303,63.0072,8176900,1998-10-13
62.7331,67.1973,62.6156,66.3945,20541100,1998-10-14
66.4924,66.45325,66.45325,66.4141,16573900,1998-10-15
66.2183,66.9232,66.1008,66.6491,7915900,1998-10-18
67.3931,68.1664,66.4728,67.0406,14611600,1998-10-19
66.9623,67.4322,66.3358,66.8057,9178400,1998-10-20
66.9036,67.9609,66.512,67.8042,8277500,1998-10-21
67.6476,67.6672,66.9036,66.9427,6237200,1998-10-22
67.4909,67.46155,67.46155,67.4322,5838600,1998-10-25
67.9413,68.2741,66.5903,67.0406,10089700,1998-10-26
66.7665,67.3735,66.4336,66.9232,5650600,1998-10-27
67.0993,68.5679,66.8057,68.5482,9625600,1998-10-28
68.9986,68.95945,68.95945,68.9203,9872800,1998-10-29
69.4294,70.0951,69.0378,70.0951,6501400,1998-11-01
69.9188,70.0559,69.3902,69.586,6866000,1998-11-02
70.467,70.8586,69.6055,70.33,8233600,1998-11-03
69.8797,71.3873,69.6252,71.2894,6841500,1998-11-04
71.0936,71.7789,70.9957,71.5048,5224800,1998-11-05
71.3873,71.5831,70.4867,70.9957,6188700,1998-11-08
70.7999,70.7999,70.7999,70.7999,14015200,1998-11-09
71.309,71.4265,70.1048,70.33,10922400,1998-11-10
70.3692,70.8783,69.9776,70.2517,5457400,1998-11-11
70.3104,70.937,70.2517,70.937,5524600,1998-11-12
71.5635,71.6516,70.7314,71.4656,6023700,1998-11-15
71.2111,72.4446,70.7999,71.4656,9058900,1998-11-16
71.6223,72.053,71.1132,71.8964,4567700,1998-11-17
72.2292,72.6208,71.8181,72.5229,5249300,1998-11-18
72.9047,73.1495,72.5816,73.0712,5562000,1998-11-19
73.5998,74.9508,73.404,74.7942,7151300,1998-11-22
74.5592,74.9704,74.2166,74.3243,5323700,1998-11-23
74.5201,74.6767,74.0697,74.3243,4393500,1998-11-24
74.8529,74.8627,74.8627,74.8725,4557900,1998-11-26
74.569,74.7942,72.7579,72.7579,8705400,1998-11-29
72.7579,73.9522,72.1901,73.6977,8950600,1998-11-30
73.4431,73.4627,73.4627,73.4823,7495500,1998-12-01
73.4628,74.1285,72.1117,72.2684,12145300,1998-12-02
73.0712,74.2459,72.9929,74.1676,10339500,1998-12-03
73.9718,74.8529,73.9327,74.5201,4290000,1998-12-06
74.2655,74.22635,74.22635,74.1872,10102600,1998-12-07
74.3634,74.34385,74.34385,74.3243,5327900,1998-12-08
74.4613,74.4613,73.1299,73.2376,5966600,1998-12-09
72.9537,73.5215,72.4055,73.3844,8198200,1998-12-10
72.7774,72.9341,71.2698,71.2698,9521400,1998-12-13
71.8572,73.1495,71.7593,73.1103,9631500,1998-12-14
73.3844,73.3844,72.5229,73.0124,7260000,1998-12-15
73.4431,74.3047,73.3257,74.1774,6914700,1998-12-16
74.3737,74.8844,74.0987,74.4916,4802400,1998-12-17
74.963,76.2792,74.8059,75.5327,8580700,1998-12-20
75.6898,76.2006,74.9237,75.8667,5461100,1998-12-21
76.181,77.4578,75.9452,77.4578,7791000,1998-12-22
77.4185,77.4775,77.006,77.1239,1507100,1998-12-23
77.4775,77.5168,76.6917,76.9275,4203600,1998-12-27
77.1435,78.2534,76.7703,78.1454,3935800,1998-12-28
77.9097,78.4204,77.34,77.5168,6810700,1998-12-29
77.5168,77.5168,77.5168,77.5168,6790500,1998-12-30
77.5561,77.44805,77.44805,77.34,9450400,1999-01-03
77.2811,78.499,77.2811,78.224,8031000,1999-01-04
79.0883,80.3063,79.0491,80.1099,7737700,1999-01-05
79.4419,79.9723,79.0687,79.717,5504900,1999-01-06
80.5813,80.7778,79.1865,80.3063,6224400,1999-01-07
80.267,80.267,78.7151,79.5401,7578300,1999-01-10
79.3437,79.3437,77.7918,78.1061,7768800,1999-01-11
75.6898,78.6562,75.6702,77.5561,10810600,1999-01-12
77.7132,77.89,76.0041,76.2006,11400700,1999-01-13
76.9275,78.44,76.731,78.1847,7817700,1999-01-14
78.7642,78.72985,78.72985,78.6955,6535100,1999-01-18
79.2651,79.2946,79.2946,79.3241,6534400,1999-01-19
78.941,79.108,77.0649,77.2221,6937500,1999-01-20
76.7703,77.8507,76.5542,77.0453,7522300,1999-01-21
77.4971,77.949,76.6328,77.8311,5700300,1999-01-24
78.0275,79.2455,77.7132,79.2455,6047000,1999-01-25
79.4419,79.5991,78.0472,78.3222,7399400,1999-01-26
78.7347,79.8152,78.6955,79.6384,5961700,1999-01-27
80.0509,80.65,78.8329,80.2473,6456800,1999-01-28
80.8956,80.8956,79.7759,79.7759,9426800,1999-01-31
79.8839,79.9723,78.4302,79.2848,9194500,1999-02-01
79.0098,80.4242,78.9901,80.0902,10290700,1999-02-02
80.0706,80.1491,78.44,78.8919,7761100,1999-02-03
78.9901,78.9901,77.4578,77.9883,7516100,1999-02-04
78.6365,78.6365,77.5364,78.1454,8528400,1999-02-07
78.1847,78.2633,76.3872,76.397,8985700,1999-02-08
76.7703,77.3203,76.2694,76.8882,6936700,1999-02-09
77.3596,79.2651,77.006,78.6562,9181800,1999-02-10
78.4597,78.8919,77.0846,77.7132,10676600,1999-02-11
78.4204,78.9705,77.2418,77.2418,6915500,1999-02-15
77.4382,78.8035,76.8489,77.1632,7858100,1999-02-16
77.4382,78.1847,76.8292,77.7721,9048900,1999-02-17
77.949,79.0491,77.5561,78.1061,5312200,1999-02-18
78.224,80.2866,78.1257,80.1884,10695800,1999-02-21
80.208,80.17855,80.17855,80.1491,7770700,1999-02-22
80.3652,80.9938,78.5776,78.7347,7271000,1999-02-23
78.2829,78.7544,77.1239,77.9883,11633000,1999-02-24
78.4204,78.4793,77.2025,77.6739,9621300,1999-02-25
77.7328,78.1454,76.9275,77.89,7607200,1999-02-28
78.2633,78.774,76.8882,77.2025,9651500,1999-03-01
77.3792,77.6739,76.5542,77.615,7881400,1999-03-02
77.9883,78.882,77.4873,78.5972,8256400,1999-03-03
80.1491,80.16385,80.16385,80.1786,10703100,1999-03-04
80.6402,80.6697,80.6697,80.6992,4802200,1999-03-07
80.542,80.52235,80.52235,80.5027,7893400,1999-03-08
80.7581,81.2492,80.3259,81.2099,3950000,1999-03-09
81.5242,82.4672,81.0135,82.1136,6583700,1999-03-10
82.3493,82.3689,81.2296,81.3278,5286500,1999-03-11
81.6814,82.5065,81.4064,82.4868,5394400,1999-03-14
82.4279,82.7618,82.0153,82.1725,4547500,1999-03-15
82.1529,82.31,81.485,81.8189,4524100,1999-03-16
81.5832,83.2137,81.5635,83.1351,3506300,1999-03-17
83.3796,83.5765,81.7254,81.7254,5526700,1999-03-18
81.9617,82.2965,81.558,81.8829,4603800,1999-03-21
81.4891,81.6269,79.2146,79.5198,9713800,1999-03-22
79.9333,79.953,79.953,79.9727,6280900,1999-03-23
80.7014,81.6072,80.5044,81.6072,6639600,1999-03-24
81.0558,81.03615,81.03615,81.0165,6159700,1999-03-25
81.3906,82.8282,81.3906,82.6509,5863900,1999-03-28
81.8829,82.6903,81.6466,82.2177,5401400,1999-03-29
82.6509,82.9365,80.8589,80.8983,7413600,1999-03-30
81.7254,81.7254,80.7408,81.5088,7683600,1999-03-31
82.5131,83.5568,82.0799,83.4387,5791100,1999-04-04
83.3008,83.27125,83.27125,83.2417,5381300,1999-04-05
83.6159,84.0492,82.7888,83.9113,6248600,1999-04-06
83.931,85.0338,83.3599,84.9747,5909100,1999-04-07
84.7187,85.3883,84.187,84.9944,4365800,1999-04-08
84.1082,85.9593,83.9507,85.9003,8213200,1999-04-11
85.8609,85.9987,84.7581,85.3489,10071400,1999-04-12
85.7428,85.7428,83.6159,83.9113,11551700,1999-04-13
84.0886,84.1673,82.5525,83.5962,11150000,1999-04-14
83.7537,83.7537,82.6707,82.8873,6476200,1999-04-15
83.6159,84.7778,80.8983,81.6072,12487200,1999-04-18
81.8042,82.6707,81.2922,82.6313,9049600,1999-04-19
82.5919,85.4671,82.1783,84.9944,5772200,1999-04-20
85.152,85.9397,84.6892,85.8018,6897400,1999-04-21
85.6246,85.6049,85.6049,85.5852,4593100,1999-04-22
86.0185,86.048,86.048,86.0775,3606500,1999-04-25
86.4123,86.4517,86.4517,86.4911,5147200,1999-04-26
85.9791,86.4911,85.0732,85.3095,5544300,1999-04-27
85.4277,85.7428,84.3249,84.6596,9824300,1999-04-28
85.1322,85.4671,82.8676,83.9704,10991900,1999-04-29
84.0886,85.6049,83.8719,85.5064,10709700,1999-05-02
85.152,85.5852,83.8916,84.2855,10509300,1999-05-03
84.4036,85.1126,83.0842,84.955,10032300,1999-05-04
84.7187,85.152,83.419,84.4331,13507200,1999-05-05
84.7581,85.152,84.0886,85.0732,8680700,1999-05-06
84.9747,85.5261,84.1476,84.6498,5580100,1999-05-09
85.2701,86.2548,84.8959,85.5064,7000600,1999-05-10
85.5458,86.4714,82.8676,86.176,13865800,1999-05-11
86.4911,86.5206,86.5206,86.5501,4485700,1999-05-12
84.7975,85.6246,84.1279,84.3051,8370100,1999-05-13
84.2067,84.7482,83.419,84.5612,6268100,1999-05-16
84.7778,85.0633,83.5765,84.4036,8218600,1999-05-17
84.7384,85.0732,83.9704,85.0141,5052400,1999-05-18
85.152,85.4473,84.4824,84.5021,4670400,1999-05-19
84.5218,84.8763,83.5568,84.0294,6418200,1999-05-20
84.3445,84.3445,82.1685,82.6313,7952000,1999-05-23
82.7888,83.3993,80.9377,81.2922,15406400,1999-05-24
81.4891,82.5525,80.721,82.198,12575900,1999-05-25
81.8238,82.0995,80.662,81.0165,14515400,1999-05-26
81.2922,82.395,81.0361,82.0503,8748000,1999-05-27
82.0011,82.0208,80.8983,81.7648,6705300,1999-05-31
81.7648,81.8042,81.8042,81.8436,6981900,1999-06-01
82.3556,82.32605,82.32605,82.2965,6076600,1999-06-02
82.8479,84.0393,82.5131,83.9507,9787200,1999-06-03
84.0886,84.12795,84.12795,84.1673,5299100,1999-06-06
84.0492,84.315,82.9266,83.3402,4895700,1999-06-07
83.4387,83.8719,83.0645,83.2615,7409700,1999-06-08
82.8282,82.8479,81.6663,82.4934,7040700,1999-06-09
82.6903,83.3205,81.3512,81.8042,12824800,1999-06-10
82.3556,82.395,81.6367,81.8829,6823500,1999-06-13
82.2177,82.966,81.9715,82.4344,5700900,1999-06-14
83.419,84.3643,83.419,84.0098,7865800,1999-06-15
83.7341,85.4277,83.5765,84.7975,8162800,1999-06-16
84.7372,85.1322,84.3026,84.8952,2875100,1999-06-17
84.9939,85.0433,85.0433,85.0927,4646400,1999-06-20
84.6976,85.4482,84.3816,84.5001,5862400,1999-06-21
84.0656,84.07545,84.07545,84.0853,9629200,1999-06-22
83.9866,84.0261,82.5841,83.4532,9176900,1999-06-23
83.8088,84.0754,82.9595,83.2458,4087000,1999-06-24
83.8681,84.4606,83.7495,84.2631,5028900,1999-06-27
84.0656,85.4482,83.9273,85.0532,6956200,1999-06-28
85.0927,86.9099,84.5989,86.5939,16856100,1999-06-29
86.5939,87.542,86.0013,87.2457,9939500,1999-06-30
87.3049,88.174,87.1667,88.1148,3772800,1999-07-01
88.016,88.0555,88.0555,88.095,11221100,1999-07-05
87.8975,88.3123,87.5518,88.2135,3230700,1999-07-06
87.8975,88.8851,87.7,88.2826,7101500,1999-07-07
88.4901,88.8653,88.2135,88.8061,2976800,1999-07-08
89.0826,89.0826,88.174,88.4111,4436300,1999-07-11
88.095,88.095,88.095,88.095,6477600,1999-07-12
88.4901,88.6283,87.7,88.5888,4382500,1999-07-13
88.9839,89.3592,88.6876,89.1517,3348600,1999-07-14
89.2802,89.853,88.9641,89.6357,2281500,1999-07-15
89.8727,89.9122,88.8456,89.0431,4287000,1999-07-18
88.5691,88.7468,86.9296,87.216,7060100,1999-07-19
87.2852,87.7987,86.7914,87.1173,4793700,1999-07-20
86.8704,87.2259,85.626,85.9716,7804100,1999-07-21
86.3766,86.5939,85.4087,85.8038,4603000,1999-07-22
85.2507,85.2112,85.2112,85.1717,4333400,1999-07-25
85.9618,85.9223,85.9223,85.8828,5908500,1999-07-26
86.1198,86.13955,86.13955,86.1593,3955500,1999-07-27
85.2902,85.4877,84.2631,84.9544,7760600,1999-07-28
85.2112,85.547,83.789,83.9076,5994300,1999-07-29
83.9076,85.1717,83.7495,84.1051,6065500,1999-08-01
84.5198,84.5989,83.0385,83.71,5445400,1999-08-02
83.8878,84.6186,82.4459,82.5644,6497900,1999-08-03
82.7224,83.394,81.4385,83.315,10322000,1999-08-04
82.9397,83.4335,81.8533,82.4064,7537700,1999-08-05
82.5446,83.3051,82.0113,82.2286,5565900,1999-08-08
82.0904,82.2681,80.2731,81.32,9793300,1999-08-09
81.9718,82.5051,81.3003,82.3076,8003400,1999-08-10
82.6039,83.315,82.1101,82.2582,7036800,1999-08-11
83.1965,84.2236,82.8804,84.1643,5857700,1999-08-12
84.1446,84.6779,83.5915,84.5396,3927000,1999-08-15
84.9742,85.2309,84.1446,85.0927,4808000,1999-08-16
84.826,84.9347,84.2236,84.4803,4355500,1999-08-17
83.6705,84.2137,83.236,83.789,6448100,1999-08-18
84.1051,84.7767,83.8681,84.6384,3663700,1999-08-19
85.2112,86.3074,85.1124,86.258,5637800,1999-08-22
86.0013,87.2062,85.5667,86.5741,9279500,1999-08-23
86.7124,87.7197,86.0605,87.463,6005300,1999-08-24
87.4037,87.4925,86.2778,86.4161,4322300,1999-08-25
86.5149,86.6334,85.3692,85.3692,6247400,1999-08-26
85.547,85.6458,83.4335,83.789,4652000,1999-08-29
84.0261,84.5396,82.7224,83.473,11453700,1999-08-30
84.0261,84.5297,83.631,84.5001,6863900,1999-08-31
83.5125,83.50755,83.50755,83.5026,10896300,1999-09-01
85.2507,86.2778,85.1322,85.942,9160800,1999-09-02
86.0013,86.3568,85.468,85.626,4560800,1999-09-06
85.2309,85.22105,85.22105,85.2112,6159600,1999-09-07
85.1717,85.1717,85.1717,85.1717,6177800,1999-09-08
86.1198,86.1889,85.2902,85.8828,2934500,1999-09-09
85.4087,85.626,85.0137,85.3001,2320500,1999-09-12
84.7372,84.7372,84.7372,84.7372,3736000,1999-09-13
85.6063,85.6063,83.3545,83.394,6984500,1999-09-14
83.7495,83.7347,83.7347,83.7199,15377600,1999-09-15
84.0617,84.8936,83.7646,84.7748,8542300,1999-09-16
84.8936,84.9332,84.3588,84.6559,2803900,1999-09-19
83.824,83.9626,82.4969,82.8733,9335200,1999-09-20
83.1902,83.5665,82.2394,82.7841,13009100,1999-09-21
83.5467,83.5467,80.8926,81.051,12204100,1999-09-22
80.9718,80.9718,80.9718,80.9718,13792900,1999-09-23
81.6056,82.2394,81.3085,81.5065,6970300,1999-09-26
81.0906,81.6452,79.5853,81.3481,11063400,1999-09-27
81.4075,81.8433,80.338,80.3776,7580300,1999-09-28
80.7737,82.0414,80.4766,81.6056,7498900,1999-09-29
81.0906,81.4868,80.2587,81.4273,11127100,1999-09-30
81.8829,82.9525,81.6056,82.8733,6341600,1999-10-03
82.8534,82.8237,82.8237,82.794,11976000,1999-10-04
82.8733,84.1805,82.8337,84.0617,10308200,1999-10-05
84.2102,84.2994,83.3486,83.5863,6535600,1999-10-06
83.5071,84.854,83.1802,84.854,9674300,1999-10-07
84.6757,84.6955,84.6955,84.7153,4282000,1999-10-10
84.3786,84.4975,83.1506,83.408,8686100,1999-10-11
82.8337,83.2298,81.2491,81.2491,10469300,1999-10-12
81.4372,81.8829,80.338,81.2292,10562200,1999-10-13
79.8626,80.338,78.9118,79.1495,14238700,1999-10-14
79.1891,79.823,78.2384,79.7239,9758800,1999-10-17
80.6153,80.55585,80.55585,80.4964,14392900,1999-10-18
80.9718,82.0611,80.5756,81.2887,9759400,1999-10-19
80.635,81.7641,80.2587,81.7641,9105400,1999-10-20
82.2394,83.1703,82.1206,82.4573,8309600,1999-10-21
81.9621,82.00175,82.00175,82.0414,8114300,1999-10-24
82.5167,82.8337,81.0114,81.0114,6256300,1999-10-25
81.3679,82.596,81.2887,82.4771,5433300,1999-10-26
83.9429,85.4779,83.7844,85.2897,10509700,1999-10-27
86.1018,87.2705,86.0226,86.8347,10988600,1999-10-28
86.5178,86.8347,85.9236,85.9236,4006500,1999-10-31
86.181,86.9932,85.3095,85.3095,6516900,1999-11-01
86.2009,86.4386,85.6463,85.884,7222300,1999-11-02
86.6763,87.0624,86.0523,86.5376,7907500,1999-11-03
87.8647,88.1716,86.696,87.3893,7431500,1999-11-04
86.8347,87.7062,86.6763,87.4685,4649200,1999-11-07
87.7855,87.9043,86.3791,86.6465,4533700,1999-11-08
86.3593,87.7161,86.2504,87.2902,6405600,1999-11-09
87.5874,87.7855,87.1318,87.7855,4794100,1999-11-10
88.2608,88.7262,86.9139,88.5777,11802900,1999-11-11
88.6371,88.8947,88.3598,88.7857,2187500,1999-11-14
89.0927,90.6377,88.7956,89.5285,7544800,1999-11-15
90.1623,90.5981,89.5681,89.7662,9459000,1999-11-16
90.2812,90.6377,89.7662,90.4,4491000,1999-11-17
90.2613,90.29105,90.29105,90.3208,4832100,1999-11-18
90.2812,90.29105,90.29105,90.3009,4155400,1999-11-21
90.5386,90.5386,88.9739,89.5086,5918000,1999-11-22
89.2116,90.2812,88.7362,89.984,4459700,1999-11-23
90.3009,90.5585,89.5285,89.6473,1693900,1999-11-25
89.2908,89.3106,89.3106,89.3304,7348600,1999-11-28
89.2116,90.2019,88.1024,88.2806,7682000,1999-11-29
88.3004,89.0531,88.1024,88.9937,6980200,1999-11-30
89.1323,89.6077,88.9739,89.5285,6698300,1999-12-01
90.6575,92.1232,90.6575,91.1725,10045400,1999-12-02
90.9744,91.0932,90.1623,90.499,3138900,1999-12-05
90.8159,90.8358,89.6077,89.7662,10714200,1999-12-06
89.5879,90.0435,89.0531,89.1917,4611400,1999-12-07
89.885,90.1425,88.3401,89.6275,6474700,1999-12-08
90.1821,90.5188,89.2908,89.9246,5127300,1999-12-09
89.6473,90.4594,89.5483,90.0831,4210800,1999-12-12
89.7662,90.3108,89.1323,89.2116,5739000,1999-12-13
88.9739,90.1326,88.756,89.6869,6879100,1999-12-14
90.1227,90.1029,90.1029,90.0831,5854900,1999-12-15
90.8587,91.0573,90.2631,90.6602,4775400,1999-12-16
90.5808,90.9779,89.6475,90.0049,4608700,1999-12-19
89.9652,91.5338,89.8064,91.375,7981300,1999-12-20
91.2559,91.6133,90.8389,91.6133,5377500,1999-12-21
92.1394,93.0726,92.1295,93.0726,5721700,1999-12-22
93.0826,93.2612,92.1692,92.9435,2691000,1999-12-26
92.6855,93.0826,92.4372,92.884,4084500,1999-12-27
92.9634,93.2811,92.3281,93.2811,3001000,1999-12-28
93.4797,93.7576,92.884,93.1719,3641300,1999-12-29
93.3009,93.31085,93.31085,93.3208,3172700,1999-12-30
94.1945,94.1945,91.4147,92.4075,8164300,2000-01-02
91.1963,91.5338,88.7243,88.7938,8089800,2000-01-03
88.9129,88.93275,88.93275,88.9526,12177900,2000-01-04
88.7144,89.9057,87.523,87.523,6227200,2000-01-05
89.1512,92.606,88.9923,92.606,8066500,2000-01-06
92.9237,92.9237,92.9237,92.9237,5741700,2000-01-09
92.6457,92.8244,91.1764,91.8118,7503700,2000-01-10
91.8713,91.8713,90.7793,90.8985,6907700,2000-01-11
91.7919,92.606,91.0374,92.1295,5158300,2000-01-12
93.1024,93.6981,92.745,93.3804,7437300,2000-01-13
92.3479,93.162,92.2486,92.6457,6488500,2000-01-17
92.3281,93.4002,92.1295,93.4002,6157900,2000-01-18
93.3804,93.3804,91.375,91.9707,5800100,2000-01-19
92.4472,92.4472,91.5338,91.7721,6244800,2000-01-20
92.5464,92.6656,88.5753,89.171,7896900,2000-01-23
89.2802,90.1837,88.3172,90.1837,9942500,2000-01-24
89.588,89.9354,89.0122,89.4689,5158100,2000-01-25
90.1241,90.3623,87.7613,89.1115,10922700,2000-01-26
88.5952,88.9923,86.1133,86.3317,11916200,2000-01-27
86.292,88.7441,85.7757,88.6746,10768700,2000-01-30
88.7938,90.0248,88.0194,89.5483,8419900,2000-01-31
89.7667,90.3822,89.1909,89.6277,6205900,2000-02-01
89.5086,91.0176,88.9526,90.9779,7997500,2000-02-02
90.9779,91.4941,90.3028,90.6006,4925400,2000-02-03
90.5808,90.7197,89.866,90.4616,5845800,2000-02-06
91.4742,91.8515,91.2559,91.6927,4936400,2000-02-07
91.7919,91.7919,89.7567,89.7667,8511500,2000-02-08
89.9851,89.96525,89.96525,89.9454,6690600,2000-02-09
90.1241,90.1837,87.7017,88.1187,9849800,2000-02-10
88.8136,88.8136,87.8804,88.6349,8528800,2000-02-13
88.4761,89.727,87.5528,89.6376,11078300,2000-02-14
89.1909,89.5483,88.1881,88.3172,8845400,2000-02-15
89.2306,89.2306,87.8208,87.8605,7584200,2000-02-16
88.2378,88.2378,85.5375,85.9743,9409200,2000-02-17
85.8949,85.8254,85.8254,85.7559,16415400,2000-02-21
86.1728,87.3443,85.4581,86.7685,12119000,2000-02-22
86.8479,87.0663,84.5645,85.0212,17375000,2000-02-23
85.8949,86.8678,84.5844,84.7134,10559900,2000-02-24
84.7433,86.8479,84.3263,86.4905,13397800,2000-02-27
86.4508,87.3245,86.2523,87.3245,8242500,2000-02-28
87.4436,88.3172,87.1854,87.9598,6868000,2000-02-29
88.1187,88.06905,88.06905,88.0194,7600200,2000-03-01
89.2306,90.0446,88.7739,89.6674,12770300,2000-03-02
89.4689,89.8064,88.1584,88.7938,11967100,2000-03-05
88.9526,89.0519,85.9147,87.0762,20062000,2000-03-06
86.7089,87.5826,85.7956,86.9671,11808500,2000-03-07
87.2053,89.5086,86.4905,89.5086,5500900,2000-03-08
89.0718,89.0519,89.0519,89.032,7924600,2000-03-09
86.8479,89.2504,86.2126,88.0591,10540500,2000-03-12
